Age (Ma)	d18O adj
 31.055	2.57
31.0562	2.72
31.0595	2.52
  31.06	2.34
31.0692	2.46
31.0696	2.54
31.0789	2.41
 31.083	2.53
31.0886	2.68
  31.09	2.12
31.0924	2.15
31.0993	2.51
31.0994	2.53
 31.109	2.39
31.1217	2.65
 31.122	2.47
31.1291	2.54
31.1327	2.46
 31.137	2.67
31.1383	2.59
 31.144	2.42
31.1457	2.43
31.1535	2.56
31.1564	2.46
31.1603	2.41
31.1672	2.62
  31.17	2.18
31.1707	2.39
 31.178	 2.4
 31.178	2.92
31.1898	2.52
  31.19	2.42
31.1995	2.57
31.2049	2.47
  31.21	2.26
31.2103	2.41
31.2138	2.44
31.2189	2.09
 31.222	2.62
31.2277	2.68
31.2286	2.22
31.2361	2.41
31.2415	2.44
 31.248	2.55
  31.25	2.41
 31.259	2.71
31.2644	2.58
31.2652	2.35
31.2652	2.37
31.2749	2.29
31.2778	2.72
  31.28	2.38
31.2846	2.54
31.2882	2.66
31.3001	2.71
31.3072	2.52
31.3157	2.51
31.3191	2.39
  31.32	2.25
31.3259	2.51
31.3277	2.29
31.3342	2.47
 31.336	2.25
31.3363	2.38
 31.341	2.62
31.3488	2.35
  31.35	2.09
31.3503	2.36
 31.359	 2.6
31.3616	2.23
 31.375	2.46
  31.38	2.34
31.3895	2.56
31.4012	2.51
31.4085	3.08
  31.41	   2
31.4152	2.17
31.4172	2.66
31.4182	2.36
31.4182	 2.4
  31.43	2.47
31.4332	2.79
31.4397	2.56
  31.44	1.86
 31.443	2.73
31.4463	2.62
31.4526	2.39
31.4594	 2.7
31.4682	2.85
  31.47	2.18
 31.472	2.36
 31.472	2.52
31.4806	2.55
 31.484	 2.6
  31.49	2.55
 31.499	2.39
 31.499	 2.7
   31.5	 2.3
31.5046	 2.5
31.5097	2.81
31.5112	2.37
31.5177	2.54
 31.529	2.58
31.5296	2.08
  31.53	2.16
31.5352	2.74
 31.542	2.58
 31.542	2.73
31.5468	2.63
 31.555	2.65
  31.56	2.15
31.5628	2.58
31.5647	2.63
 31.566	2.57
31.5754	2.37
31.5788	2.57
31.5862	2.63
  31.59	2.13
31.5919	2.57
31.6045	 2.4
31.6045	2.55
 31.608	2.45
 31.613	 2.6
31.6153	 2.4
  31.62	2.22
31.6211	2.84
31.6282	2.63
31.6313	2.55
31.6401	 2.6
31.6497	 2.4
  31.65	2.55
31.6502	2.67
31.6584	2.44
31.6647	2.49
31.6745	2.59
31.6793	 2.7
31.6814	1.88
31.6832	2.88
31.6842	2.33
31.6842	 3.2
 31.686	 2.6
31.6982	2.55
   31.7	2.01
31.7025	2.28
31.7025	2.53
31.7099	2.68
31.7133	2.19
 31.719	2.48
 31.723	2.39
31.7244	2.55
  31.73	2.11
31.7348	2.34
31.7376	2.64
31.7413	2.23
31.7445	2.59
 31.748	2.59
31.7536	2.36
31.7553	2.42
31.7652	2.45
  31.77	2.15
 31.771	2.61
31.7736	2.15
31.7815	 2.4
31.7856	2.48
  31.79	2.39
 31.791	2.33
31.7919	2.28
31.7919	2.41
31.7958	2.55
31.8038	2.16
31.8118	2.59
31.8156	2.44
31.8249	2.57
31.8253	2.52
  31.83	2.03
 31.835	2.38
  31.84	2.25
31.8438	2.52
31.8546	   2
31.8613	2.53
 31.869	2.62
 31.872	2.79
31.8759	2.41
31.8773	2.57
  31.88	2.15
31.8832	2.62
31.8899	2.39
31.8976	2.19
31.8992	2.65
31.8996	2.56
31.9061	2.52
  31.91	2.03
 31.913	2.78
31.9167	2.67
31.9169	2.41
31.9298	2.27
  31.93	 2.2
31.9312	2.59
31.9427	2.41
31.9429	2.54
31.9545	 2.4
  31.96	2.12
  31.96	2.57
31.9628	2.19
31.9675	2.25
31.9761	 2.4
31.9836	2.63
31.9837	2.41
  31.99	2.06
31.9933	2.64
 31.995	2.64
31.9997	2.75
31.9998	2.46
32.0074	 2.4
  32.01	2.11
32.0113	 2.6
 32.016	2.42
32.0288	2.76
32.0289	2.44
  32.03	2.57
32.0312	2.65
32.0375	2.52
32.0448	2.58
32.0499	2.24
  32.05	1.85
32.0612	2.08
 32.071	2.56
32.0763	2.39
32.0774	2.34
 32.079	2.78
32.0914	2.31
   32.1	1.99
32.1016	2.49
32.1054	 2.4
32.1108	2.61
32.1161	2.57
32.1215	2.62
 32.132	 2.8
32.1323	2.72
32.1351	2.65
  32.14	1.86
32.1453	2.72
32.1495	2.44
32.1495	 2.6
32.1581	2.62
32.1613	2.74
32.1657	2.77
32.1744	2.84
 32.179	2.64
  32.18	1.99
32.1851	2.48
32.1889	2.81
 32.202	2.74
32.2055	2.47
32.2079	2.77
  32.21	1.83
32.2152	 2.5
32.2152	2.55
32.2224	2.63
32.2249	2.39
 32.226	2.45
32.2268	2.52
32.2326	2.57
32.2339	1.83
32.2357	2.66
32.2486	2.63
32.2497	2.65
  32.25	2.23
 32.255	1.79
32.2583	2.82
 32.261	2.73
32.2618	2.78
32.2669	2.59
32.2745	2.68
32.2778	2.82
32.2842	2.72
32.2909	2.67
32.2917	 2.7
   32.3	2.36
 32.302	2.65
32.3036	2.54
32.3069	2.66
32.3122	2.66
  32.32	2.66
32.3233	2.08
32.3331	2.59
32.3371	2.17
 32.338	 2.8
  32.34	2.23
32.3418	2.62
32.3579	2.69
32.3585	2.57
 32.368	2.73
32.3682	2.69
  32.37	2.34
32.3782	2.71
 32.385	2.79
32.3913	2.62
32.3919	 2.5
32.3919	2.72
   32.4	2.27
32.4048	 2.7
32.4074	2.66
32.4145	2.68
  32.42	2.29
32.4205	2.58
32.4316	1.99
32.4336	 2.1
 32.435	2.67
32.4365	2.59
  32.44	2.27
32.4447	2.53
32.4483	1.69
32.4525	2.71
32.4533	2.68
32.4651	2.39
32.4816	2.71
 32.483	 2.6
  32.49	2.38
32.4976	2.72
32.5028	1.83
32.5093	 2.7
32.5161	1.87
32.5177	2.82
 32.519	2.47
  32.52	2.22
 32.532	2.64
32.5384	 2.7
 32.553	2.74
  32.56	2.28
32.5614	1.87
32.5664	2.41
32.5664	2.63
 32.567	2.65
32.5705	2.47
32.5821	2.45
32.5845	2.88
32.5981	2.56
   32.6	2.23
 32.608	2.54
32.6095	2.45
32.6112	2.82
32.6123	2.24
32.6185	2.41
32.6212	 2.8
  32.63	2.33
32.6332	2.56
32.6389	2.59
 32.639	2.75
32.6447	2.64
32.6525	2.52
32.6593	 2.6
32.6644	2.56
32.6695	 2.5
  32.67	2.43
32.6748	2.76
32.6762	2.78
 32.684	2.49
  32.69	2.91
32.6967	3.12
32.6986	2.67
32.7016	1.91
  32.71	2.18
 32.712	2.78
32.7146	2.51
32.7161	2.42
32.7179	1.83
32.7284	2.58
  32.73	2.53
 32.745	2.69
32.7467	2.99
32.7482	2.65
  32.75	2.33
32.7504	1.49
32.7571	2.56
  32.77	2.31
 32.772	2.34
32.7721	 2.6
32.7854	2.76
  32.79	2.28
 32.792	2.87
32.8017	2.65
  32.81	2.37
32.8106	 2.7
 32.825	2.99
32.8314	2.53
32.8335	2.62
32.8335	3.11
32.8357	2.61
  32.84	2.29
 32.841	2.78
32.8463	 2.6
32.8537	2.85
 32.855	2.89
 32.855	2.96
32.8572	2.55
32.8582	2.74
  32.86	2.23
  32.86	2.23
32.8704	2.69
 32.874	2.77
 32.876	2.59
  32.88	2.51
32.8803	2.62
32.8909	2.33
   32.9	2.42
32.9073	 2.7
 32.911	2.76
32.9132	2.51
32.9132	2.56
  32.92	 2.3
32.9206	2.65
  32.93	2.28
32.9315	2.78
32.9355	2.68
32.9394	   2
  32.94	 2.2
32.9401	2.45
32.9423	2.94
 32.945	2.86
32.9504	2.58
32.9509	 2.4
32.9515	2.15
32.9652	2.92
  32.97	2.05
 32.974	2.89
 32.976	2.99
32.9768	2.68
32.9801	2.91
32.9965	2.59
32.9983	2.73
33.0099	2.48
  33.01	2.19
33.0198	2.79
 33.021	2.73
33.0232	2.72
33.0263	2.69
  33.03	2.28
33.0322	2.96
33.0328	2.63
33.0403	2.36
33.0457	2.59
33.0485	2.77
 33.052	3.17
33.0553	2.71
33.0585	3.07
33.0587	2.73
33.0594	2.73
  33.06	2.12
 33.064	2.84
33.0654	2.77
33.0713	2.63
 33.072	2.95
33.0739	2.82
33.0781	2.71
  33.08	2.99
33.0854	2.86
33.0875	2.69
33.0875	2.74
33.0927	2.79
 33.094	2.78
33.0987	2.97
   33.1	2.18
 33.106	3.04
33.1097	2.77
33.1114	2.64
 33.114	3.01
  33.12	2.24
33.1207	 2.9
33.1254	3.08
  33.13	2.72
 33.131	3.06
 33.133	3.01
33.1387	3.02
  33.14	2.18
33.1435	2.23
33.1441	3.07
33.1567	2.93
33.1654	2.98
  33.17	2.38
33.1727	2.83
  33.18	2.95
33.1814	3.02
33.1861	3.02
33.1876	2.42
  33.19	2.37
 33.195	 3.2
33.1974	3.01
33.2035	2.91
33.2046	2.94
33.2054	2.97
33.2108	2.78
33.2121	2.69
33.2148	2.89
33.2188	   3
 33.221	 2.7
33.2261	2.83
33.2321	2.79
 33.234	 2.5
33.2351	3.07
33.2395	2.89
  33.24	2.58
33.2475	2.95
33.2521	 2.9
 33.256	2.88
33.2581	2.83
33.2595	2.93
  33.26	2.33
33.2648	2.78
33.2722	2.92
33.2808	2.72
 33.285	3.14
33.2855	2.73
33.2888	2.66
  33.29	 2.5
 33.297	3.12
33.3016	3.01
 33.303	2.87
33.3127	2.95
33.3135	 2.1
33.3188	2.89
  33.32	2.48
33.3236	1.88
33.3262	2.72
33.3315	2.74
33.3374	2.78
33.3382	 2.8
  33.34	 2.3
33.3406	2.92
33.3429	2.81
33.3451	2.98
33.3451	3.16
  33.35	2.57
33.3522	 2.7
33.3537	2.74
33.3595	2.88
  33.36	2.35
33.3681	 2.7
33.3689	2.74
  33.37	2.47
33.3742	2.77
 33.379	3.05
33.3802	2.69
33.3826	3.09
33.3856	2.91
  33.39	2.31
33.3916	2.68
 33.392	3.03
33.3976	2.76
33.3985	2.92
33.4056	2.74
  33.41	2.34
33.4116	2.81
 33.412	3.06
33.4142	2.86
33.4156	2.48
33.4209	2.84
33.4216	3.25
33.4256	2.89
33.4296	2.74
33.4296	2.92
  33.43	2.49
33.4323	2.97
33.4383	3.15
33.4389	3.03
33.4432	2.83
33.4436	2.85
  33.45	2.38
33.4517	3.07
 33.452	3.15
33.4523	2.95
33.4583	2.81
33.4656	2.83
33.4688	2.93
  33.47	2.68
33.4716	2.89
33.4803	2.87
33.4835	2.34
 33.485	2.69
 33.485	3.02
  33.49	2.54
33.4918	3.01
33.4923	2.97
33.4968	2.28
 33.497	2.95
   33.5	1.63
33.5051	2.96
33.5075	3.05
33.5076	3.05
  33.51	2.62
 33.513	2.83
33.5191	3.06
 33.525	2.99
33.5277	2.62
33.5314	3.15
33.5317	2.69
33.5345	2.44
33.5383	 2.6
  33.54	2.51
33.5442	2.41
33.5461	2.37
 33.548	2.44
33.5522	2.25
33.5522	2.52
33.5576	2.32
 33.558	2.45
  33.56	2.52
 33.564	2.27
33.5667	 2.4
33.5676	2.38
33.5676	2.38
33.5769	2.27
 33.578	2.39
 33.581	2.74
  33.59	2.52
33.5981	1.84
33.6015	2.22
33.6015	2.27
  33.61	2.58
 33.611	2.21
33.6138	2.04
 33.623	2.39
33.6291	1.97
  33.63	2.44
33.6307	2.21
33.6377	2.12
 33.639	2.26
33.6446	2.23
33.6455	1.78
 33.647	2.41
  33.65	2.54
  33.66	2.23
 33.662	2.02
33.6642	2.06
33.6692	2.16
  33.67	2.27
33.6763	2.19
33.6767	1.98
33.6815	2.24
33.6867	1.96
  33.69	2.08
33.6915	2.56
33.6967	2.05
   33.7	1.82
 33.702	2.13
33.7094	1.99
  33.71	1.83
  33.71	1.95
33.7105	1.91
 33.718	 1.7
 33.722	1.83
33.7239	2.13
 33.729	1.83
  33.73	1.79
 33.733	1.92
33.7393	1.95
 33.746	1.47
33.7467	1.93
 33.747	 2.1
 33.747	2.12
  33.75	1.65
 33.753	1.91
33.7546	2.24
33.7592	1.94
33.7616	1.99
33.7685	1.97
  33.77	1.83
 33.772	2.12
33.7724	2.08
33.7742	   2
33.7769	1.35
  33.78	2.13
 33.788	1.55
33.7892	1.96
33.7893	1.92
 33.792	 1.9
33.7962	2.07
   33.8	1.84
33.8017	1.73
33.8039	1.95
 33.809	 1.9
  33.81	2.08
33.8104	1.81
 33.816	1.99
33.8242	 1.7
33.8249	1.84
 33.827	1.98
 33.827	2.05
  33.83	1.89
 33.836	1.87
33.8367	1.79
33.8467	1.79
 33.847	1.71
 33.855	1.36
33.8555	 1.8
33.8555	2.23
33.8604	1.86
33.8624	2.11
 33.864	1.84
33.8693	1.93
  33.87	2.02
33.8742	1.67
33.8763	1.95
  33.88	1.75
33.8809	1.96
33.8854	1.77
33.8878	1.86
33.8967	1.71
   33.9	2.04
33.9009	   2
33.9042	1.73
33.9078	1.69
33.9078	1.78
33.9149	1.23
33.9217	2.02
33.9217	1.65
 33.924	1.84
33.9354	 1.8
33.9404	1.92
 33.943	1.81
33.9467	1.67
33.9494	1.97
33.9555	1.63
33.9555	1.71
33.9604	1.78
 33.961	1.87
33.9754	 1.8
33.9854	1.68
 33.986	1.84
 33.986	1.85
33.9979	1.73
 34.002	1.98
34.0044	1.24
 34.005	 2.1
34.0104	1.62
 34.014	1.72
34.0141	1.63
34.0274	1.88
34.0279	1.57
 34.041	2.23
34.0441	 1.7
 34.047	1.79
34.0516	1.61
34.0576	1.89
34.0604	1.53
34.0716	1.68
 34.073	1.84
34.0854	1.78
 34.095	 1.8
34.0966	1.79
34.0979	1.95
34.1014	1.28
34.1064	2.13
34.1064	2.92
34.1104	1.82
 34.114	1.89
34.1216	1.78
34.1302	1.64
34.1302	1.66
 34.132	 1.9
34.1354	1.91
34.1472	1.96
34.1491	1.79
 34.152	   2
34.1618	1.71
34.1629	1.68
  34.17	0.94
 34.172	1.95
34.1754	1.79
34.1841	1.93
34.1854	1.86
 34.189	 1.9
34.1991	1.79
34.2103	1.77
 34.218	1.94
34.2187	1.62
34.2187	1.72
  34.22	 1.4
34.2216	1.72
34.2311	1.75
34.2353	1.87
34.2388	1.82
 34.244	1.96
34.2491	1.77
34.2603	1.88
 34.265	1.88
34.2778	1.71
34.2803	1.66
34.2803	1.77
 34.285	1.91
 34.288	1.77
34.2942	1.77
34.2966	1.58
   34.3	0.78
 34.302	1.85
 34.302	1.99
34.3103	1.78
  34.32	1.57
34.3219	1.82
34.3228	1.74
 34.325	1.99
 34.325	2.05
 34.328	1.98
 34.328	2.05
34.3304	1.71
34.3304	1.85
34.3353	1.74
34.3381	1.83
 34.347	1.82
 34.347	1.98
34.3491	1.73
  34.36	2.06
34.3603	1.79
34.3635	1.71
34.3688	1.47
34.3709	1.66
34.3728	1.74
 34.378	1.69
34.3835	1.66
 34.385	1.82
 34.385	1.86
34.3891	1.76
34.3991	1.65
   34.4	 1.4
 34.408	 1.8
 34.408	1.86
34.4091	1.67
34.4141	1.78
34.4212	1.49
34.4212	1.75
34.4265	1.71
34.4289	1.68
  34.43	1.49
34.4353	1.78
 34.436	 1.8
 34.436	1.89
34.4465	1.81
 34.456	1.79
 34.456	1.89
34.4603	 1.8
34.4728	1.79
 34.473	1.79
34.4789	1.37
 34.484	1.87
 34.499	1.69
   34.5	1.83
34.5103	1.75
 34.518	1.83
 34.518	1.86
 34.524	1.74
  34.53	1.33
34.5353	1.71
34.5431	2.05
 34.549	1.65
34.5603	1.71
 34.564	1.77
 34.564	1.86
  34.57	1.42
34.5734	1.53
 34.574	1.79
  34.58	1.77
  34.58	1.84
34.5853	1.73
34.5965	1.69
 34.607	1.61
 34.607	1.84
  34.61	1.55
34.6103	1.72
 34.624	1.69
 34.626	1.61
 34.626	1.61
34.6353	1.78
34.6436	1.46
 34.648	1.61
 34.648	1.64
 34.649	 1.7
 34.654	1.85
34.6714	1.71
 34.672	1.64
 34.672	1.68
34.6828	1.46
34.6844	1.85
 34.686	1.64
 34.686	1.68
 34.702	1.65
34.7081	1.87
 34.722	1.66
34.7234	1.73
34.7317	1.81
 34.735	1.64
34.7436	1.79
 34.752	1.74
34.7554	1.76
34.7661	2.01
  34.77	1.38
34.7732	1.87
 34.781	1.49
 34.781	 1.8
34.7862	1.77
34.7968	1.78
 34.803	1.66
34.8099	1.73
  34.81	1.66
34.8205	1.87
  34.83	1.75
 34.833	1.69
34.8371	1.84
 34.856	1.75
 34.885	1.51
34.8853	1.81
 34.901	1.62
 34.901	1.64
 34.908	1.74
 34.926	1.55
 34.952	 1.7
  34.97	 1.5
 34.979	1.65
 34.983	1.62
 35.001	1.52
 35.026	 1.5
 35.048	1.84
 35.075	1.82
 35.093	1.63
  35.11	1.62
 35.145	1.77
 35.165	1.71
35.1811	1.57
 35.197	1.93
 35.215	1.79
 35.236	1.82
 35.263	1.87
 35.277	1.94
 35.294	1.87
   35.3	 1.5
   35.3	1.68
  35.32	1.47
  35.32	1.58
 35.322	1.81
 35.346	 1.9
  35.38	1.52
 35.386	1.81
 35.406	1.72
  35.41	1.47
 35.428	1.63
 35.447	1.84
  35.46	1.55
 35.491	1.74
 35.514	1.85
 35.537	1.75
 35.554	1.77
 35.574	1.78
35.5862	1.87
 35.597	1.69
 35.615	1.68
 35.682	1.94
35.7512	1.38
35.7617	 1.8
 35.798	2.04
 35.816	1.95
 35.821	1.94
35.8306	1.78
 35.838	1.97
  35.86	1.59
 35.882	1.85
 35.906	1.85
 35.931	1.82
35.9413	2.61
  35.95	1.78
  35.97	1.67
 35.996	1.66
 36.044	1.76
36.0495	2.83
  36.05	1.33
 36.069	1.77
  36.09	1.83
 36.115	1.83
 36.135	1.83
  36.14	1.43
  36.14	1.55
 36.159	1.74
 36.174	1.76
 36.218	1.73
  36.23	1.51
  36.23	1.58
36.2357	1.91
 36.241	1.83
36.2658	1.55
 36.266	1.74
 36.282	 1.9
 36.307	1.73
 36.333	1.77
  36.34	 1.6
 36.374	1.36
   36.4	1.61
  36.45	1.74
  36.49	1.52
36.5058	1.88
36.6067	1.82
 36.672	1.65
  36.69	1.59
 36.715	1.85
 36.738	1.71
 36.752	1.77
36.7712	1.41
 36.788	1.83
  36.81	1.62
36.8312	1.86
 36.833	1.72
 36.929	1.79
 36.966	1.67
36.9827	1.65
 37.009	1.66
  37.03	1.65
  37.04	1.48
 37.075	1.83
  37.09	1.76
 37.124	1.74
 37.146	1.74
37.1961	1.34
  37.28	1.57
37.4085	1.58
  37.42	1.76
37.4423	1.53
 37.444	1.73
37.4815	1.67
  37.49	1.83
  37.56	1.53
  37.63	1.58
37.6571	1.26
37.6918	1.31
 37.739	 1.7
  37.74	1.56
 37.771	1.68
 37.812	1.68
37.8327	1.65
 37.851	1.71
37.9254	1.65
  37.97	 1.5
 37.986	 1.6
38.0083	1.55
38.0083	1.37
 38.031	1.61
 38.064	1.58
  38.09	1.53
  38.09	1.58
38.1027	1.32
 38.106	1.58
 38.145	 1.6
38.1687	1.75
38.1839	1.49
38.1839	1.43
  38.21	1.35
38.2534	1.36
38.2846	1.35
 38.289	1.53
  38.33	1.31
  38.33	 1.4
  38.34	 1.4
 38.348	1.38
 38.424	1.49
  38.44	1.28
  38.44	1.67
38.4552	1.51
  38.46	1.56
  38.48	1.64
  38.51	1.83
 38.549	1.57
  38.58	1.37
 38.615	1.46
  38.64	1.42
38.6733	1.29
  38.69	1.49
  38.74	1.32
38.7459	1.64
 38.784	1.51
38.7848	1.55
  38.79	1.46
  38.79	1.58
38.8029	1.21
  38.86	1.26
 38.919	1.38
 38.975	1.47
  39.01	1.33
 39.044	1.43
 39.107	1.53
  39.11	 1.2
  39.11	1.34
  39.14	1.43
39.1749	1.43
  39.24	1.19
 39.275	1.42
  39.28	1.17
  39.29	1.21
39.2925	1.34
  39.31	1.26
39.3232	   1
 39.338	1.55
39.3664	1.76
  39.37	 1.1
 39.414	1.36
39.4235	1.21
  39.43	1.06
39.4512	1.54
  39.47	1.26
39.5057	1.24
 39.539	1.19
  39.59	1.16
 39.605	1.39
  39.66	1.16
 39.665	1.33
  39.73	1.33
39.7565	1.03
  39.77	1.19
  39.78	1.03
39.8116	1.61
 39.832	1.38
  39.85	0.83
39.8935	1.49
 39.905	1.25
 39.964	1.23
40.0099	1.13
  40.03	1.27
 40.103	1.37
 40.162	1.33
40.1859	 1.1
 40.189	 1.2
 40.245	1.15
40.2535	1.64
  40.28	0.82
 40.311	1.16
  40.32	0.92
40.3446	 1.5
  40.36	1.32
  40.37	0.68
   40.4	0.92
40.4124	0.87
  40.43	0.76
 40.492	1.43
40.4942	1.17
  40.52	1.25
 40.558	1.12
  40.59	1.35
 40.624	1.45
  40.69	1.27
  40.71	1.31
  40.72	1.31
40.7314	1.32
40.7314	1.08
40.7415	1.53
 40.756	1.28
  40.76	 1.4
  40.79	1.32
  40.81	1.43
  40.81	1.53
 40.822	0.97
 40.823	 1.5
40.8298	1.55
  40.83	1.49
  40.83	1.49
  40.83	1.49
  40.83	1.49
  40.83	1.49
40.8325	1.02
40.8366	1.65
40.8435	1.53
  40.85	 1.3
  40.85	 1.3
40.8503	1.42
40.8571	 1.4
40.8639	1.47
40.8707	1.47
40.8775	1.42
40.8843	1.38
  40.89	 0.9
  40.89	 1.1
40.8911	1.43
40.8976	1.15
 40.898	1.42
40.9048	1.34
  40.91	1.09
40.9116	1.33
40.9184	1.33
40.9252	1.33
 40.932	1.18
40.9388	1.24
  40.94	1.14
40.9456	1.35
40.9525	1.39
40.9593	1.32
40.9661	1.32
40.9729	1.28
40.9797	1.46
  40.98	1.14
40.9865	1.28
  40.99	1.07
  40.99	1.07
 40.994	1.34
40.9995	1.22
41.0049	1.28
41.0104	1.42
41.0158	1.45
41.0213	1.28
41.0267	1.38
  41.03	1.15
41.0322	 1.4
41.0376	1.45
  41.04	1.25
41.0431	1.35
41.0485	1.29
 41.054	1.42
 41.056	1.07
41.0594	1.35
41.0649	 1.2
  41.07	1.23
41.0703	1.35
  41.09	1.07
41.0962	1.27
41.1016	1.17
41.1022	1.02
41.1071	1.22
  41.11	1.17
41.1125	1.21
 41.118	1.06
 41.119	 1.1
41.1234	0.92
41.1289	1.16
  41.13	1.11
41.1343	1.19
41.1398	1.03
41.1452	1.25
  41.15	1.28
  41.15	 1.3
41.1507	1.15
41.1561	1.21
41.1616	1.12
 41.167	1.05
  41.17	1.27
  41.17	1.37
41.1725	 1.2
41.1779	1.34
41.1834	 1.2
 41.185	0.93
41.1888	1.23
  41.19	   1
41.1984	1.44
41.2031	1.44
41.2093	1.41
  41.21	1.14
41.2154	1.36
  41.22	1.15
41.2202	 1.3
41.2256	1.42
41.2277	1.38
41.2283	1.36
 41.229	1.16
41.2294	1.47
41.2297	1.28
  41.23	1.26
41.2304	1.35
41.2331	1.01
41.2379	1.03
41.2433	1.06
41.2488	1.13
 41.251	0.96
41.2542	0.96
41.2597	0.98
  41.26	0.95
41.2651	1.06
41.2706	1.03
 41.276	1.22
  41.28	1.16
  41.28	1.37
41.2815	1.22
41.2869	1.17
41.2924	1.34
41.2978	1.02
   41.3	1.19
41.3033	1.09
41.3087	1.13
41.3142	1.07
 41.317	 0.8
41.3196	1.03
  41.32	1.09
  41.32	1.09
41.3205	1.02
41.3251	1.08
41.3346	1.04
  41.34	1.15
  41.34	1.21
41.3401	1.11
41.3455	1.08
 41.351	0.86
41.3564	1.04
  41.36	1.04
  41.36	1.05
41.3619	0.85
41.3673	1.09
41.3728	0.99
41.3782	1.08
41.3813	1.05
41.3837	0.31
41.3891	 0.6
  41.39	1.02
41.3946	0.62
41.3973	0.53
41.3986	0.56
   41.4	0.33
 41.407	0.28
41.4141	0.44
  41.42	1.27
41.4211	0.64
41.4282	0.55
41.4352	0.66
41.4475	0.78
41.4545	0.82
41.4616	0.59
41.4686	0.59
41.4748	 0.7
 41.481	0.69
41.4827	0.51
 41.485	1.19
 41.485	1.69
41.4897	0.84
41.4968	0.72
   41.5	1.56
41.5019	1.22
41.5038	0.61
41.5109	0.63
41.5179	0.55
41.5249	0.65
41.5314	1.15
 41.532	0.59
 41.539	0.77
 41.546	0.52
 41.551	0.22
41.5531	0.73
41.5601	0.73
41.5672	0.69
  41.57	0.67
41.5795	0.82
41.5865	0.77
41.5935	0.92
41.6006	0.89
41.6076	0.82
 41.613	0.58
41.6147	0.77
41.6217	0.83
41.6287	0.81
41.6318	1.36
41.6358	0.87
41.6428	0.74
41.6499	0.83
41.6507	 0.9
41.6569	0.84
41.6639	0.86
 41.671	0.88
 41.678	0.97
 41.685	   1
41.6921	1.06
 41.696	0.53
41.6991	0.98
41.7114	1.07
41.7185	1.02
41.7255	1.09
41.7326	0.84
41.7396	0.93
41.7466	0.94
41.7528	1.31
41.7537	1.08
41.7582	1.13
41.7607	0.88
41.7677	0.95
41.7748	0.94
 41.781	   1
41.7818	0.92
41.7889	0.86
41.7959	1.01
41.8029	0.95
  41.81	1.03
 41.817	0.98
 41.824	1.11
41.8311	0.95
41.8434	1.05
41.8504	0.91
41.8575	1.02
41.8645	1.03
 41.865	0.99
41.8716	   1
41.8786	1.07
41.8856	1.06
41.8927	1.07
41.8997	1.07
41.9067	1.14
41.9138	1.12
41.9208	1.17
41.9279	1.27
41.9349	 1.2
41.9419	1.16
 41.949	1.28
 41.956	1.25
 41.963	1.31
41.9743	0.73
41.9754	1.27
41.9824	1.26
41.9894	 1.3
41.9965	1.14
42.0148	1.22
42.0741	1.22
42.0746	0.62
42.0778	1.41
42.1041	1.29
42.1072	1.36
42.1144	1.28
42.1246	1.27
42.1349	 1.4
42.1369	1.23
42.1451	1.43
42.1554	1.43
42.1656	1.29
42.1759	1.42
42.1861	1.39
42.1905	1.13
42.1957	0.85
42.1964	1.31
42.1989	1.56
42.2066	1.26
42.2169	1.35
42.2271	1.36
42.2374	1.38
42.2476	1.36
42.2579	 1.3
42.2681	1.19
42.2784	1.21
  42.28	0.71
42.2886	1.21
  42.29	0.53
42.2907	1.26
42.2989	 1.2
42.3091	 1.2
 42.317	1.24
42.3194	1.25
42.3296	1.24
  42.33	1.07
42.3399	1.04
 42.345	1.15
42.3501	1.28
42.3604	1.11
42.3706	1.13
42.3809	1.07
42.3911	1.13
42.4014	1.08
42.4116	1.28
42.4171	1.02
42.4219	1.24
  42.43	0.71
42.4321	1.12
42.4424	1.06
42.4444	0.99
42.4526	0.86
42.4629	 1.1
42.4731	0.77
42.4834	1.14
42.4936	0.85
42.4987	0.96
42.5039	1.03
42.5141	1.11
42.5244	1.07
42.5278	1.25
42.5346	1.01
42.5449	1.05
42.5551	0.89
42.5654	0.97
42.5685	0.96
  42.57	 0.9
42.5756	1.06
42.5859	0.94
42.5961	0.91
42.5982	0.82
   42.6	0.85
42.6064	1.12
42.6166	1.15
42.6269	   1
42.6303	1.13
42.6303	0.86
42.6371	1.07
42.6474	1.13
42.6576	0.96
 42.661	0.95
42.6679	1.13
42.6781	1.01
42.6864	0.56
42.6884	1.12
42.6986	1.11
   42.7	0.79
42.7089	1.08
  42.71	0.98
42.7191	1.14
42.7222	0.97
42.7275	1.41
42.7294	1.06
42.7396	   1
42.7499	0.95
42.7519	1.04
 42.758	   1
42.7601	0.95
42.7603	1.48
42.7603	0.24
42.7704	0.84
42.7806	1.19
42.7849	1.18
  42.79	1.08
42.7909	0.88
42.8011	0.99
42.8114	0.97
42.8216	1.02
 42.822	1.09
42.8319	1.07
42.8421	   1
42.8423	0.27
  42.85	1.04
42.8524	1.02
42.8626	0.96
42.8729	1.18
42.8831	1.08
42.9036	1.05
42.9057	0.82
42.9178	1.02
42.9241	0.94
42.9446	 1.2
  42.96	1.07
42.9651	1.13
42.9856	1.08
  42.99	0.36
  42.99	1.07
  42.99	1.07
43.0062	1.03
43.0164	1.09
43.0267	0.96
43.0275	1.16
43.0275	0.96
43.0308	0.85
43.0352	 1.5
