Age (Ma)	d18O adj
  13.77	   2
  13.77	2.48
13.7851	2.15
 13.786	2.43
  13.79	2.51
13.7983	   2
  13.81	2.21
  13.81	2.05
  13.81	2.33
13.8114	1.98
13.8195	2.14
13.8272	2.25
  13.83	2.76
  13.84	 2.1
13.8442	1.97
13.8495	1.97
  13.85	1.65
13.8508	1.83
  13.86	2.02
13.8616	2.07
13.8639	2.06
  13.87	1.58
  13.87	1.65
13.8718	1.88
13.8771	1.76
  13.88	 2.4
  13.89	1.87
13.8928	1.66
13.9033	1.56
  13.91	2.02
13.9107	2.93
13.9166	2.04
13.9166	2.19
13.9217	2.01
13.9296	1.48
  13.93	1.62
  13.94	2.49
13.9427	1.52
13.9504	 1.8
13.9559	1.54
13.9677	1.88
  13.97	1.68
  13.98	2.12
13.9899	1.83
  13.99	2.32
  13.99	 1.3
  13.99	1.66
14.0084	1.64
  14.01	2.09
14.0241	1.89
  14.04	2.14
  14.04	1.52
14.0412	1.68
14.0465	1.77
  14.05	1.78
14.0609	1.61
14.0853	2.08
  14.09	1.59
14.0937	1.97
   14.1	2.52
   14.1	1.99
14.1134	1.86
14.1266	2.09
14.1397	1.94
  14.14	2.65
  14.15	1.57
  14.15	1.77
14.1536	 2.6
14.1555	 1.8
14.1591	2.11
14.1591	2.33
 14.166	1.76
14.1791	1.77
  14.18	1.63
14.1922	2.07
   14.2	1.36
14.2053	1.82
  14.22	1.62
14.2224	2.04
14.2434	1.89
  14.25	2.44
  14.25	1.49
14.2789	2.04
  14.28	1.85
14.2868	1.91
  14.29	1.84
   14.3	1.54
14.3038	2.06
14.3047	2.12
14.3091	1.85
  14.31	2.66
  14.31	1.64
  14.32	1.89
14.3235	1.94
14.3275	 1.9
  14.33	1.93
14.3367	1.88
14.3511	2.05
  14.36	1.76
  14.36	 1.7
  14.36	1.83
14.3629	1.88
14.3774	1.78
14.3892	1.73
14.3946	1.44
14.4017	1.93
14.4023	1.88
  14.41	1.84
14.4181	1.76
14.4286	1.88
  14.43	1.76
  14.43	1.55
14.4417	1.91
14.4549	1.56
  14.46	1.46
  14.46	2.06
  14.46	1.98
  14.46	2.13
14.4654	1.77
  14.47	2.05
  14.47	2.06
  14.47	2.14
  14.48	1.64
  14.48	2.19
  14.48	1.95
  14.48	2.04
 14.485	1.76
  14.49	1.62
  14.49	2.04
  14.49	2.13
   14.5	1.47
   14.5	1.98
   14.5	1.81
   14.5	1.84
   14.5	 2.2
14.5008	1.92
 14.502	1.81
14.5021	1.77
14.5061	1.68
  14.51	1.72
  14.51	1.76
  14.52	2.67
14.5205	1.78
14.5231	1.77
14.5297	1.77
  14.53	1.61
  14.53	1.96
  14.53	2.04
  14.54	1.69
  14.54	2.12
  14.54	2.19
14.5428	 1.8
  14.55	1.62
  14.55	1.78
  14.55	1.68
  14.55	1.87
  14.55	2.08
14.5533	1.51
14.5599	1.63
  14.56	 1.6
  14.56	 1.9
  14.56	1.68
  14.56	 1.8
  14.57	0.98
  14.57	1.75
  14.57	 1.4
  14.57	1.54
14.5743	1.48
  14.58	2.57
  14.58	1.55
14.5862	1.55
  14.59	1.64
14.5993	1.44
 14.608	1.62
  14.61	1.52
14.6164	1.71
14.6256	1.84
14.6281	1.82
  14.63	2.53
14.6387	1.85
  14.64	1.63
  14.65	1.54
  14.65	1.95
14.6518	 1.7
14.6557	2.24
14.6676	1.46
  14.68	1.67
14.6833	1.62
14.6978	1.71
   14.7	1.49
 14.703	1.55
 14.703	1.55
14.7096	1.69
14.7201	1.75
14.7251	1.75
 14.736	1.71
14.7372	1.72
  14.74	1.54
  14.74	   2
14.7503	1.44
14.7569	1.74
14.7634	1.78
14.7687	1.76
  14.77	1.58
  14.77	1.45
  14.77	1.73
14.7713	1.55
14.7831	1.67
14.7963	1.71
 14.812	1.62
  14.82	1.59
  14.82	1.72
14.8225	1.57
14.8357	1.58
  14.84	1.75
  14.85	1.68
14.8554	 1.7
14.8685	 1.7
  14.87	1.53
14.8707	1.77
  14.89	1.44
 14.894	 2.3
14.8948	1.68
14.9035	1.39
14.9065	1.74
14.9105	 1.9
 14.916	1.78
14.9161	1.95
14.9173	1.63
14.9195	1.73
 14.923	1.94
 14.925	1.51
 14.926	1.63
  14.93	2.44
  14.93	1.48
  14.93	1.54
  14.93	1.49
  14.93	1.65
14.9305	1.72
14.9335	 1.5
14.9355	 1.6
 14.942	 1.7
14.9455	1.85
 14.949	1.79
  14.95	2.04
14.9535	1.91
 14.958	1.59
  14.96	1.81
14.9605	1.67
14.9665	1.72
14.9677	1.67
14.9705	1.67
 14.979	1.74
 14.983	1.66
14.9855	1.58
14.9905	1.66
 14.998	1.37
     15	1.37
 15.001	1.32
 15.006	1.67
 15.011	1.69
 15.017	1.84
  15.02	1.76
15.0205	 1.6
 15.028	1.65
  15.03	1.89
15.0305	1.98
15.0355	1.83
15.0415	1.54
15.0455	1.44
  15.05	1.74
 15.054	1.95
15.0557	1.81
15.0605	1.74
 15.063	1.69
15.0646	1.79
15.0655	1.61
15.0665	1.87
 15.073	1.53
15.0735	1.69
 15.075	1.53
15.0795	1.59
15.0855	1.77
15.0885	1.75
15.0905	1.83
15.0915	 1.4
 15.098	1.48
15.1132	1.57
  15.14	2.34
15.1819	1.61
15.1896	1.67
  15.19	2.16
15.2031	1.57
15.2038	1.81
15.2059	1.57
15.2119	1.94
15.2119	2.08
15.2249	1.81
15.2355	1.66
  15.24	2.32
  15.26	2.02
15.2645	1.72
15.2815	1.92
15.2878	1.67
  15.29	1.72
15.3089	1.57
  15.31	1.46
15.3118	1.57
15.3308	1.32
  15.34	1.63
15.3513	1.39
15.3558	1.76
15.3642	1.65
15.3711	1.69
15.3936	1.76
 15.397	2.12
15.4148	1.53
15.4177	1.53
15.4339	1.28
  15.44	1.51
15.4528	1.49
15.4572	1.88
15.4769	1.72
15.4995	1.58
 15.502	1.68
15.5112	1.85
15.5207	1.59
15.5235	1.59
15.5296	1.91
15.5313	1.82
15.5348	 1.9
15.5539	1.77
15.5694	2.13
15.5779	   2
15.5984	1.88
15.5984	1.65
   15.6	 1.6
  15.61	2.02
15.6181	2.06
15.6398	1.93
  15.64	 1.7
15.6407	2.08
15.6619	1.54
15.6647	1.67
  15.67	1.38
  15.68	1.66
15.6831	1.55
15.6922	1.84
   15.7	1.73
15.7035	1.91
  15.71	1.24
  15.71	1.38
15.7275	1.92
  15.73	1.97
15.7466	1.72
  15.76	1.98
15.7678	1.22
15.7706	1.22
15.7777	1.93
15.7869	2.28
15.7889	1.99
  15.79	1.46
   15.8	1.41
15.8053	1.86
  15.81	1.61
15.8101	2.02
15.8292	1.99
15.8328	2.06
 15.841	 1.9
15.8525	1.66
  15.87	1.46
15.8736	1.64
15.8765	1.78
15.8885	2.19
15.8913	1.88
15.9064	1.93
15.9089	1.87
  15.91	 1.5
  15.91	1.69
15.9118	1.87
 15.938	1.99
 15.938	2.12
  15.94	1.79
  15.94	2.24
15.9431	 2.1
15.9513	1.74
15.9594	2.44
15.9615	2.08
15.9627	1.93
15.9689	1.82
  15.97	1.43
15.9918	2.35
15.9937	 1.8
     16	1.42
     16	2.13
16.0019	2.33
 16.012	2.26
16.0131	1.94
16.0221	 2.3
16.0249	1.77
16.0325	1.83
 16.035	1.76
 16.035	1.79
  16.04	1.84
16.0493	1.73
  16.05	1.88
16.0523	2.53
16.0551	 1.7
16.0668	1.93
16.0753	2.03
16.0753	 2.1
  16.08	1.96
  16.08	2.02
16.0822	1.88
16.0826	2.04
16.0861	1.86
16.0878	2.08
16.0912	1.75
16.0929	2.03
16.0981	2.02
16.1033	2.17
16.1067	   2
16.1085	2.09
  16.11	1.53
16.1105	1.69
16.1136	2.51
16.1188	2.11
  16.12	1.89
16.1217	1.75
 16.124	2.14
16.1291	2.24
16.1395	2.45
16.1424	1.69
16.1436	2.52
16.1493	1.86
16.1498	2.03
16.1576	1.82
  16.16	2.21
16.1705	2.46
16.1788	2.01
16.1871	 2.3
16.1954	2.11
16.2037	2.14
16.2048	1.84
 16.212	2.16
16.2128	1.66
16.2157	2.05
16.2203	2.21
16.2229	1.61
16.2286	2.21
16.2315	1.61
16.2331	1.85
16.2452	2.09
16.2515	 1.6
16.2535	 2.1
16.2635	2.12
 16.269	1.86
16.2701	1.53
16.2737	1.49
16.2784	2.27
16.2803	 2.2
16.2867	1.64
16.2889	1.63
 16.295	1.76
   16.3	 1.3
   16.3	1.26
16.3014	 1.7
16.3033	1.87
16.3064	1.67
  16.31	1.48
16.3116	1.89
16.3199	1.82
16.3251	1.55
16.3282	1.66
16.3365	1.73
  16.34	1.25
16.3401	1.53
16.3437	1.75
16.3438	1.67
16.3448	2.09
  16.35	1.65
  16.35	1.19
16.3531	1.94
  16.36	1.37
16.3614	2.38
16.3626	1.79
16.3697	1.94
 16.378	2.22
  16.38	1.38
16.3825	1.88
16.3863	1.98
16.3946	1.74
16.3982	1.49
16.3999	1.68
   16.4	 1.8
   16.4	1.73
   16.4	1.59
16.4029	2.25
16.4112	1.77
16.4195	1.88
  16.42	1.57
16.4242	1.74
16.4278	2.17
16.4287	1.57
16.4361	1.91
  16.44	1.54
16.4444	1.65
  16.45	1.49
  16.45	1.32
  16.46	 1.3
16.4634	1.88
16.4645	1.56
  16.47	1.35
16.4721	1.57
 16.479	2.47
  16.48	1.45
16.4877	2.06
  16.49	1.38
16.4963	1.83
   16.5	1.89
 16.505	2.12
16.5054	1.57
  16.51	1.57
16.5136	2.02
 16.515	1.48
  16.52	1.44
  16.52	1.72
16.5223	2.14
16.5226	1.43
16.5309	2.35
16.5396	2.26
  16.54	 1.5
 16.545	 1.8
16.5482	2.35
  16.55	 1.5
16.5569	2.15
  16.56	1.91
  16.56	1.82
16.5733	1.91
16.5742	2.12
  16.58	1.25
16.5889	1.27
  16.59	1.29
16.5915	1.95
  16.61	1.65
16.6117	1.89
16.6255	1.75
  16.63	1.74
16.6308	1.63
16.6347	2.39
16.6434	 1.8
 16.647	1.37
 16.652	1.91
16.6594	1.82
16.6607	2.05
16.6694	2.44
 16.678	2.26
16.6783	1.66
  16.68	1.95
  16.69	1.84
16.6953	2.15
16.7126	2.39
16.7213	1.67
16.7263	1.76
16.7294	1.46
16.7299	2.02
  16.73	1.89
16.7386	1.77
16.7463	1.77
16.7472	1.92
16.7559	2.15
16.7631	1.33
16.7645	2.18
  16.77	2.08
16.7732	2.36
16.7738	1.73
  16.78	1.92
16.7818	2.26
16.7832	2.02
  16.82	1.78
16.8209	1.29
16.8209	1.45
16.8209	2.05
16.8212	1.55
16.8256	1.79
16.8268	1.73
16.8397	1.79
16.8491	1.89
  16.85	1.85
 16.877	2.26
16.8824	2.51
16.8867	2.04
16.8876	1.36
16.8878	2.54
16.8933	2.53
16.8987	2.36
16.9041	2.19
16.9095	2.29
16.9149	2.45
16.9203	 2.4
16.9257	2.37
  16.93	1.48
16.9312	2.47
16.9337	2.08
16.9366	2.31
 16.942	2.38
16.9456	1.28
16.9474	2.47
16.9525	 1.6
16.9528	2.21
16.9567	1.98
16.9582	2.42
16.9637	2.54
16.9691	2.16
16.9711	1.13
16.9745	2.19
16.9799	2.61
16.9808	2.15
16.9853	2.52
  16.99	 1.5
16.9908	2.47
16.9962	2.35
17.0016	2.17
 17.007	2.12
  17.01	1.95
 17.012	1.86
 17.013	2.34
 17.019	2.44
 17.025	2.33
17.0282	2.22
 17.031	 2.6
 17.037	2.41
 17.043	2.48
 17.049	2.36
 17.055	2.35
 17.061	2.46
 17.067	2.16
  17.07	1.84
 17.073	 2.3
 17.079	2.37
 17.085	2.21
17.0863	1.78
  17.09	1.82
 17.091	2.45
 17.097	 2.4
   17.1	2.13
 17.103	2.45
 17.109	2.57
17.1125	1.73
 17.115	2.32
17.1219	1.56
17.1219	 1.8
17.1269	2.59
17.1329	2.67
17.1364	1.68
17.1389	2.58
17.1449	 2.4
17.1489	2.24
17.1509	2.33
17.1569	2.52
17.1629	2.37
17.1689	2.42
  17.17	1.68
17.1749	2.45
17.1809	2.34
17.1869	2.06
17.1929	2.38
17.1945	1.85
17.1989	2.45
17.2049	2.62
17.2065	1.73
17.2109	2.43
17.2169	2.47
17.2229	2.53
17.2232	1.17
17.2289	2.98
17.2295	   2
17.2295	2.15
17.2343	2.66
17.2351	2.02
17.2397	2.64
17.2451	2.67
  17.25	1.42
  17.25	1.46
17.2506	2.53
17.2521	1.87
17.2536	1.86
 17.256	2.53
17.2614	2.64
17.2668	2.62
17.2722	2.55
17.2724	1.88
17.2776	2.35
 17.283	3.05
17.2884	2.18
17.2939	2.53
17.2993	2.36
17.3047	2.15
  17.31	2.35
17.3101	2.41
17.3155	2.53
17.3209	2.44
17.3263	2.14
  17.33	1.86
17.3317	2.33
17.3372	1.87
17.3426	2.16
 17.348	2.08
17.3512	1.82
17.3534	2.86
17.3576	2.08
17.3634	2.46
17.3733	2.49
17.3852	 1.9
17.4032	2.65
17.4132	2.68
17.4231	2.51
17.4331	 2.5
17.4336	2.26
17.4369	 1.9
 17.443	2.16
 17.453	2.13
17.4542	1.95
17.4542	2.13
17.4542	2.06
17.4596	2.22
 17.486	2.82
17.4926	2.24
17.4955	2.14
17.4991	2.51
   17.5	1.74
17.5056	2.66
17.5122	2.49
17.5158	2.25
17.5187	2.55
17.5227	1.94
17.5252	 2.3
17.5317	2.45
 17.532	2.21
17.5383	2.41
17.5448	2.15
17.5495	2.29
17.5538	2.17
17.5573	2.21
 17.558	2.35
  17.56	1.49
17.5606	2.06
17.5665	1.93
17.5708	2.11
 17.575	1.92
17.5793	2.82
17.5818	2.73
17.5827	1.62
17.5882	2.04
17.5972	2.25
17.6117	2.54
17.6175	1.86
17.6191	 2.2
17.6262	2.41
17.6397	 2.1
17.6407	2.65
17.6581	1.84
  17.66	2.07
17.6644	2.16
17.6724	2.26
17.6748	2.29
17.6756	1.82
17.6803	 2.7
17.6882	2.26
17.6961	2.48
 17.704	2.21
17.7119	2.94
17.7199	2.21
17.7207	1.86
17.7247	 2.1
17.7278	 2.5
17.7373	2.53
17.7414	 2.4
17.7419	1.61
17.7436	2.27
17.7515	2.28
17.7581	2.61
17.7595	2.39
17.7642	2.47
17.7674	2.55
17.7677	2.24
17.7712	2.19
17.7731	1.96
17.7747	2.21
17.7749	1.55
17.7753	2.03
17.7782	2.25
17.7814	2.27
17.7817	2.34
17.7826	2.91
17.7852	2.15
17.7887	2.12
  17.79	2.64
17.7918	1.96
17.7973	2.38
17.7992	2.09
   17.8	2.01
17.8016	2.16
17.8016	2.23
17.8027	2.19
17.8046	2.43
17.8097	2.09
17.8119	2.41
17.8132	1.99
17.8166	2.16
17.8193	2.44
17.8236	1.74
17.8266	2.21
17.8299	2.16
17.8328	2.33
17.8357	2.39
17.8386	2.32
 17.839	 2.5
17.8415	2.23
17.8443	2.21
17.8453	 2.7
17.8472	2.24
17.8501	2.34
17.8515	 2.7
 17.853	2.02
17.8559	2.03
17.8577	 2.5
17.8588	1.97
17.8617	2.07
17.8639	2.23
17.8646	2.02
17.8675	2.09
17.8703	2.18
17.8706	2.84
17.8732	2.47
17.8761	2.38
17.8772	2.43
17.8794	2.39
  17.88	1.72
17.8839	 2.6
17.8841	2.34
17.8889	2.19
17.8905	2.41
17.8937	1.86
17.8972	2.62
17.8984	2.05
17.9027	1.87
17.9032	2.32
17.9038	2.35
 17.908	2.29
17.9105	2.51
17.9126	2.07
17.9127	   2
17.9128	2.04
17.9172	2.26
17.9175	1.92
17.9229	 1.9
17.9235	1.95
17.9238	2.55
17.9305	2.11
17.9309	1.75
17.9343	1.95
17.9371	2.23
17.9412	1.98
17.9438	2.08
17.9447	 2.4
17.9481	2.11
17.9482	2.53
17.9516	2.47
17.9524	2.38
17.9551	2.32
17.9567	2.18
17.9586	2.27
17.9609	2.29
 17.962	2.22
17.9652	 2.3
17.9655	2.24
 17.969	2.43
17.9695	2.24
17.9724	 2.1
17.9738	2.52
17.9759	2.03
17.9781	2.11
17.9793	2.03
17.9824	 2.5
17.9828	1.95
17.9863	1.88
17.9866	2.47
17.9897	1.96
17.9909	2.57
17.9932	2.25
17.9952	2.35
17.9967	2.29
17.9995	2.61
18.0002	2.32
18.0043	2.04
18.0054	 2.2
18.0078	 2.1
18.0083	1.87
18.0114	2.34
18.0123	1.82
18.0164	1.71
18.0173	 2.3
18.0204	2.33
18.0233	2.46
18.0245	2.04
18.0285	1.88
18.0292	2.27
18.0315	1.79
18.0325	1.91
18.0328	2.27
18.0352	2.17
18.0366	1.72
  18.04	1.77
18.0406	2.04
18.0423	 2.6
18.0446	2.22
18.0459	2.64
18.0483	2.42
18.0488	2.25
 18.053	2.37
18.0531	1.67
 18.059	2.39
18.0615	1.99
18.0649	2.28
18.0658	1.93
  18.07	1.96
18.0701	1.76
18.0742	 1.7
 18.078	2.11
18.0785	1.96
18.0839	2.19
18.0869	2.14
18.0887	2.06
18.0912	2.19
18.0946	2.19
18.0961	 2.1
18.0993	1.88
18.1018	2.28
18.1046	1.88
18.1072	1.94
18.1073	2.26
18.1077	2.53
18.1099	1.85
18.1126	2.25
18.1137	2.26
18.1149	2.02
18.1196	2.36
18.1232	1.87
18.1236	2.74
 18.125	1.68
 18.125	1.81
18.1285	2.04
18.1287	2.51
18.1338	2.29
18.1347	2.32
18.1391	 2.2
18.1397	 2.7
18.1438	 2.5
18.1444	2.11
18.1488	2.75
18.1498	2.04
18.1505	2.07
18.1548	2.41
18.1551	2.15
18.1599	2.44
18.1604	2.23
18.1636	2.24
18.1649	2.19
18.1664	2.03
18.1691	1.83
18.1699	2.22
18.1718	2.15
 18.174	2.19
18.1746	2.13
18.1773	2.18
 18.179	2.34
  18.18	2.05
18.1828	2.06
 18.185	2.23
18.1855	2.06
18.1882	 2.3
18.1901	2.12
 18.191	2.41
18.1937	2.41
18.1941	 2.2
18.1964	   2
18.1991	2.38
   18.2	1.84
18.2052	2.19
18.2081	2.28
  18.21	1.73
18.2102	2.35
18.2113	2.11
18.2152	2.26
18.2176	2.15
18.2203	2.11
18.2208	1.94
 18.224	1.84
18.2243	2.33
18.2271	1.92
18.2274	1.98
18.2303	2.16
 18.231	2.39
18.2335	2.38
18.2341	2.38
18.2365	2.14
18.2366	2.21
18.2396	2.51
18.2398	 2.4
18.2433	2.12
18.2457	1.96
18.2469	2.19
  18.25	2.36
18.2508	 2.2
18.2531	2.83
18.2555	2.39
18.2564	2.17
18.2565	2.32
18.2586	2.64
18.2622	 2.3
18.2623	2.38
 18.263	1.81
18.2653	2.57
18.2675	2.44
18.2716	2.44
18.2726	2.27
18.2766	1.85
18.2766	1.89
18.2795	 2.5
18.2828	2.29
 18.289	2.33
18.2903	 1.8
18.2927	2.43
18.2969	2.47
 18.297	2.31
18.3048	2.23
18.3056	1.99
18.3089	2.26
18.3111	1.83
 18.312	2.01
18.3127	2.27
 18.315	1.94
18.3181	1.89
 18.319	2.25
  18.32	1.94
18.3235	2.11
18.3242	 2.3
18.3269	2.58
18.3316	2.73
18.3318	2.52
18.3337	2.72
18.3359	2.27
18.3392	2.25
18.3433	2.31
18.3468	2.16
18.3482	2.25
18.3523	2.26
18.3564	2.69
18.3581	2.08
18.3605	2.76
18.3638	2.35
18.3679	2.61
 18.372	2.53
18.3754	2.38
18.3781	2.38
18.3808	2.54
18.3848	 2.5
18.3865	 1.7
18.3882	2.05
18.3884	2.03
 18.391	2.13
18.3916	2.43
 18.395	 2.5
18.3977	2.46
18.3996	2.21
18.4011	2.64
18.4052	2.27
18.4068	1.76
18.4113	2.26
18.4128	1.99
 18.414	2.01
18.4149	 1.9
 18.417	2.14
18.4187	2.09
18.4221	 2.4
18.4222	2.12
18.4222	1.93
18.4255	2.26
18.4282	1.71
18.4289	2.22
18.4302	1.92
18.4316	 2.3
18.4328	 1.8
18.4334	1.69
18.4346	2.29
18.4367	1.81
18.4381	2.45
  18.44	2.03
  18.44	   2
 18.441	 2.8
18.4433	2.31
 18.444	2.62
18.4466	2.32
18.4469	2.49
18.4499	2.54
18.4499	2.12
18.4532	2.16
18.4558	 2.5
18.4565	2.21
18.4598	2.15
18.4631	2.46
18.4635	2.44
18.4665	1.96
18.4703	1.97
18.4731	2.42
 18.474	2.01
18.4777	1.97
18.4814	1.85
18.4828	2.51
18.4851	1.94
18.4852	2.03
18.4888	2.08
18.4924	2.39
18.4926	 2.1
18.4966	   2
18.5006	1.98
18.5018	2.22
18.5046	1.66
18.5065	2.44
18.5086	1.94
18.5122	2.47
18.5126	1.79
18.5166	1.83
  18.52	2.47
18.5206	1.77
18.5239	2.57
18.5246	2.08
 18.527	2.39
18.5286	2.32
18.5309	2.29
18.5321	2.38
18.5343	2.38
18.5356	2.29
18.5365	2.32
18.5388	2.22
18.5395	2.37
 18.541	1.92
18.5426	2.31
18.5442	2.25
18.5465	2.45
18.5476	2.27
 18.551	2.33
18.5524	2.31
18.5545	2.21
18.5585	2.55
18.5613	2.21
18.5646	2.66
18.5706	2.73
18.5729	2.23
18.5755	2.33
 18.577	2.37
18.5816	2.48
18.5853	 2.3
18.5888	2.49
18.5895	2.32
18.5906	2.03
18.5936	 2.3
18.5949	2.63
18.5975	1.96
18.5985	 2.5
18.6012	2.19
18.6031	 2.6
 18.605	2.39
18.6085	 2.5
18.6088	2.57
  18.61	1.92
18.6123	2.39
18.6131	2.71
18.6153	2.34
18.6182	2.28
18.6185	2.46
18.6212	2.43
18.6222	2.38
18.6242	2.49
18.6258	2.38
18.6271	2.28
18.6301	2.28
18.6303	 2.3
18.6321	2.37
18.6331	 2.3
18.6349	2.41
 18.636	2.23
 18.639	2.19
18.6394	2.42
 18.642	2.25
 18.644	2.17
18.6449	2.28
18.6472	2.28
18.6479	 2.1
18.6485	 2.3
18.6508	2.27
 18.653	 2.6
18.6565	2.05
18.6566	2.14
18.6621	2.56
18.6628	1.89
18.6667	2.24
18.6692	2.08
18.6712	2.13
18.6758	 2.6
18.6803	2.52
18.6824	2.35
18.6848	2.59
18.6875	1.85
18.6894	2.65
18.6907	2.09
18.6918	2.06
18.6938	2.06
18.6939	2.25
18.6957	2.18
 18.697	2.26
18.6994	2.63
18.6996	2.11
 18.703	2.24
18.7035	2.08
18.7056	2.28
18.7074	1.75
18.7076	2.57
18.7113	1.93
18.7121	1.74
18.7149	2.23
18.7152	1.95
18.7177	2.41
18.7191	2.16
18.7204	2.24
18.7227	1.76
 18.723	2.01
 18.723	2.46
18.7232	2.29
 18.726	2.02
18.7269	2.49
18.7288	2.46
18.7305	2.48
18.7321	2.07
18.7321	2.24
18.7341	2.24
18.7343	 2.6
18.7371	2.24
18.7376	2.13
18.7412	2.08
18.7427	2.02
18.7448	 2.1
18.7454	1.84
18.7482	2.24
18.7483	2.09
18.7485	2.09
 18.751	2.05
18.7513	2.16
18.7519	   2
18.7539	 1.9
18.7546	 2.3
18.7555	1.97
18.7565	2.41
18.7581	2.17
18.7591	2.19
18.7617	2.62
18.7618	2.13
18.7644	2.11
18.7652	2.36
18.7688	 1.7
18.7688	2.62
18.7724	2.51
18.7731	2.56
18.7742	1.66
18.7759	2.46
18.7768	2.42
18.7795	 2.5
18.7806	1.95
 18.783	2.51
18.7843	2.13
18.7881	1.96
18.7902	 2.4
18.7919	1.72
18.7937	2.35
18.7956	2.19
18.7973	2.58
18.8008	2.65
18.8031	1.95
18.8044	2.69
18.8069	1.92
18.8079	2.51
18.8107	2.28
18.8115	2.55
18.8144	2.12
18.8151	2.45
18.8166	1.97
18.8186	2.34
18.8213	2.05
18.8222	2.57
18.8245	 2.2
18.8257	2.26
18.8277	1.88
18.8293	2.11
18.8327	2.43
18.8341	2.04
18.8341	   2
18.8361	2.82
18.8373	2.32
18.8375	 1.8
18.8396	2.62
18.8406	2.16
 18.843	2.32
18.8438	2.32
18.8464	2.52
 18.847	2.17
18.8498	2.49
18.8502	 2.2
18.8533	2.47
18.8534	 2.1
18.8566	2.13
18.8598	2.02
18.8601	2.47
 18.863	2.17
18.8636	2.38
18.8642	2.07
18.8663	1.99
18.8677	 2.2
18.8704	2.52
18.8738	 1.8
18.8785	2.06
18.8808	2.23
 18.888	2.41
18.8912	2.52
18.8921	2.33
18.8958	2.11
18.8996	2.18
18.9017	 2.8
18.9034	 2.1
18.9052	1.83
18.9071	 1.8
18.9109	1.92
18.9121	2.34
18.9147	1.97
18.9165	2.65
18.9184	1.99
18.9209	2.62
18.9221	   2
18.9253	2.51
18.9258	2.18
18.9295	 2.1
18.9295	2.35
18.9297	2.55
  18.93	2.42
18.9332	2.22
18.9349	2.71
18.9368	2.18
18.9379	2.58
18.9398	2.09
18.9404	2.25
18.9417	2.45
18.9421	1.94
18.9435	2.09
 18.944	2.23
18.9456	2.42
18.9477	2.13
18.9494	2.15
  18.95	1.67
  18.95	1.81
18.9513	2.26
18.9532	2.32
18.9549	2.33
 18.957	2.23
18.9585	 2.4
18.9609	 2.6
18.9622	2.38
18.9647	2.73
18.9661	2.23
18.9685	2.92
18.9699	2.21
18.9728	2.73
18.9738	2.18
18.9771	2.67
18.9776	2.09
18.9814	2.51
18.9815	 2.2
18.9853	2.05
18.9857	2.27
18.9901	 2.6
18.9909	1.85
18.9909	1.89
18.9934	   2
18.9944	 2.4
18.9976	2.18
18.9987	2.32
19.0017	2.16
 19.003	2.35
19.0059	2.36
19.0073	2.96
  19.01	2.23
19.0115	2.43
19.0142	2.04
19.0157	2.58
19.0183	2.17
19.0198	2.49
19.0225	2.16
 19.024	2.42
19.0266	1.96
19.0282	2.69
19.0306	1.98
19.0324	2.47
19.0345	2.18
19.0366	2.72
19.0384	2.29
19.0386	1.84
19.0407	2.46
19.0423	2.47
19.0463	2.45
19.0491	2.66
  19.05	2.56
19.0508	2.28
19.0556	2.08
19.0578	2.63
19.0605	 2.1
19.0625	2.17
19.0625	2.18
19.0653	1.81
19.0656	2.23
19.0665	2.43
19.0701	2.46
19.0728	1.95
19.0749	 2.4
19.0752	2.68
19.0798	 2.6
19.0838	2.45
19.0846	2.69
19.0893	2.73
19.0925	2.63
19.0938	2.54
19.0982	2.37
19.1012	2.56
19.1027	2.27
19.1071	2.24
19.1099	2.42
19.1168	2.85
19.1187	2.44
  19.12	2.18
19.1231	2.56
19.1238	2.83
19.1275	2.54
19.1307	2.54
19.1312	2.58
19.1321	2.05
19.1346	2.28
19.1377	2.53
 19.138	2.18
19.1414	2.01
19.1447	2.46
19.1448	2.02
19.1472	2.07
19.1494	2.22
19.1516	 2.6
19.1516	2.09
19.1538	1.96
 19.156	1.92
19.1572	2.48
19.1582	1.98
19.1604	2.03
19.1626	2.04
19.1648	 2.7
19.1655	2.76
 19.167	2.45
19.1696	1.91
  19.17	2.53
19.1722	1.84
19.1736	2.07
19.1749	1.98
19.1776	2.18
  19.18	2.31
19.1802	2.09
19.1814	2.12
19.1829	1.93
19.1844	2.37
19.1856	1.94
19.1879	2.14
19.1882	2.34
19.1909	2.18
19.1924	2.76
19.1926	 1.8
19.1936	2.28
19.1962	2.39
19.1969	2.43
19.1986	2.27
19.2007	1.98
19.2014	2.48
19.2059	2.53
19.2059	2.29
19.2101	1.61
19.2105	1.88
19.2105	2.67
19.2148	1.92
19.2152	2.56
19.2194	1.98
  19.22	2.49
 19.224	1.59
19.2257	2.55
19.2286	1.81
19.2305	2.24
19.2333	1.87
19.2343	2.43
19.2379	2.39
19.2391	2.36
  19.24	2.22
19.2425	2.45
19.2439	 2.7
 19.246	2.39
19.2493	2.23
19.2495	2.56
19.2511	 1.6
19.2526	2.31
19.2591	2.29
19.2624	2.41
19.2655	2.07
19.2686	 2.4
19.2694	2.25
19.2716	2.12
19.2717	2.13
19.2749	2.27
19.2765	2.14
19.2768	2.56
 19.278	2.12
19.2811	2.35
19.2842	2.38
19.2873	2.62
19.2902	2.06
19.2932	2.34
19.2961	2.17
19.2977	2.54
 19.299	2.19
 19.302	2.13
